Instrument,Company,CurrencyCode,ISIN,MinTradedQty,MarketName,MarketH
SAP,SAP SE,EUR,DE0007164600,0.01,Deutsche Börse Xetra,7:00 am to 3:30 pm
SAP,SAP SE ADR,USD,US8030542042,1,NYSE,1:30 pm to 8:00 pm
SAPE,Leverage Shares -1x Apple ETP,EUR,IE00BKTWZ451,1,London Stock Exchange,7:01 am to 3:30 pm
SAPL,Leverage Shares -1x Apple ETP,GBX,IE00BKTWZ451,1,London Stock Exchange,7:01 am to 3:30 pm
SAQN,Software Acquisition Group Inc.,USD,US83406B1017,0.1,NASDAQ,1:30 pm to 8:00 pm
SASR,"Sandy Spring Bancorp, Inc.",USD,US8003631038,1,NASDAQ,1:30 pm to 8:00 pm
SASU,iShares MSCI USA ESG Screened UCITS ETF USD (Acc),USD,IE00BFNM3G45,1,London Stock Exchange,7:01 am to 3:30 pm
SATS,EchoStar Corporation,USD,US2787681061,2,NASDAQ,1:30 pm to 8:00 pm
SAVE,"Spirit Airlines, Inc.",USD,US8485771021,0.01,NYSE,1:30 pm to 8:00 pm
SAWD,iShares MSCI World ESG Screened USD UCITS ETF USD (Acc),USD,IE00BFNM3J75,0.1,London Stock Exchange,7:01 am to 3:30 pm
SAX,Stroeer SE & Co KGaA,EUR,DE0007493991,2,Deutsche Börse Xetra,7:00 am to 3:30 pm
SAZE,Leverage Shares -1x Amazon ETP,EUR,IE00BKT66S86,1,London Stock Exchange,7:01 am to 3:30 pm
SBAB,Leverage Shares -1x Alibaba ETP,GBX,IE00BKT66M25,1,London Stock Exchange,7:01 am to 3:30 pm
SBAC,SBA Communications Corp Class A,USD,US78410G1040,0.001,NASDAQ,1:30 pm to 8:00 pm
SBAE,Leverage Shares -1x Alibaba ETP,EUR,IE00BKT66M25,1,London Stock Exchange,7:01 am to 3:30 pm
SBBP,Strongbridge Biopharma plc.,USD,IE00BYZ5XL97,1,NASDAQ,1:30 pm to 8:00 pm
SBE,Switchback Energy Acquisition Corp.,USD,US87105M1027,0.1,NYSE,1:30 pm to 8:00 pm
SBGI,"Sinclair Broadcast Group, Inc.",USD,US8292261091,1,NASDAQ,1:30 pm to 8:00 pm
SBH,"Sally Beauty Holdings, Inc.",USD,US79546E1047,0.01,NYSE,1:30 pm to 8:00 pm
SBMO,SBM Offshore NV,EUR,NL0000360618,0.01,Euronext Netherlands,7:00 am to 3:30 pm
SBRA,"Sabra Health Care REIT, Inc.",USD,US78573L1061,0.01,NASDAQ,1:30 pm to 8:00 pm
SBRY,J Sainsbury PLC,GBX,GB00B019KW72,0.1,London Stock Exchange,7:01 am to 3:30 pm
SBS,STRATEC Biomedical AG,EUR,DE000STRA555,2,Deutsche Börse Xetra,7:00 am to 3:30 pm
SBSI,"Southside Bancshares, Inc.",USD,US84470P1093,1,NASDAQ,1:30 pm to 8:00 pm
SBSW,Sibanye-Stillwater ADR,USD,US82575P1075,0.01,NYSE,1:30 pm to 8:00 pm
SBUX,Starbucks Corp.,USD,US8552441094,0.01,NASDAQ,1:30 pm to 8:00 pm
SC0D,EURO STOXX 50 - A EUR Accumulating,EUR,IE00B60SWX25,2,Deutsche Börse Xetra,7:00 am to 3:30 pm
SCCO,Southern Copper Corporation,USD,US84265V1052,0.01,NYSE,1:30 pm to 8:00 pm
SCHN,"Schnitzer Steel Industries, Inc.",USD,US8068821060,1,NASDAQ,1:30 pm to 8:00 pm
SCHW,Charles Schwab Corp.,USD,US8085131055,0.01,NYSE,1:30 pm to 8:00 pm
SCM,Stellus Capital Investment,USD,US8585681088,0.1,NYSE,1:30 pm to 8:00 pm
SCMN,Swisscom AG,CHF,CH0008742519,0.001,SIX Swiss,7:00 am to 3:30 pm
SCPA,Scapa Group plc,GBX,GB0007281198,1,LSE AIM,7:01 am to 3:30 pm
SCPL,SciPlay Corporation,USD,US8090871091,1,NASDAQ,1:30 pm to 8:00 pm
SCRE,Leverage Shares -1x Salesforce ETP,EUR,IE00BKTWZ568,1,London Stock Exchange,7:01 am to 3:30 pm
SCRM,Leverage Shares -1x Salesforce ETP,GBX,IE00BKTWZ568,1,London Stock Exchange,7:01 am to 3:30 pm
SCS,ScS Group PLC,GBX,GB00BRF0TJ56,0.1,London Stock Exchange,7:01 am to 3:30 pm
SCSC,"ScanSource, Inc.",USD,US8060371072,0.1,NASDAQ,1:30 pm to 8:00 pm
SCT,Softcat PLC,GBX,GB00BYZDVK82,0.01,London Stock Exchange,7:01 am to 3:30 pm
SCVL,"Shoe Carnival, Inc.",USD,US8248891090,1,NASDAQ,1:30 pm to 8:00 pm
SCVX,SCVX Corp. - Class A,USD,KYG794482086,1,NYSE,1:30 pm to 8:00 pm
SCWX,SecureWorks Corp.,USD,US81374A1051,0.1,NASDAQ,1:30 pm to 8:00 pm
SCYR,Sacyr S.A.,EUR,ES0182870214,1,Bolsa de Madrid,7:00 am to 3:30 pm
SDC,"SmileDirectClub, Inc.",USD,US83192H1068,0.1,NASDAQ,1:30 pm to 8:00 pm
SDF,K+S AG,EUR,DE000KSAG888,0.1,Deutsche Börse Xetra,7:00 am to 3:30 pm
SDGR,"Schrodinger, LLC",USD,US80810D1037,0.01,NASDAQ,1:30 pm to 8:00 pm
SDIA,iShares $ Short Duration Corp Bond UCITS ETF USD (Acc),USD,IE00BYXYYP94,1,London Stock Exchange,7:01 am to 3:30 pm
SDJP,iShares MSCI Japan ESG Screened UCITS ETF USD (Dist),USD,IE00BFNM3M05,0.2,London Stock Exchange,7:01 am to 3:30 pm
SDL,SDL PLC,GBX,GB0009376368,0.2,London Stock Exchange,7:01 am to 3:30 pm
SDR,Schroders PLC,GBX,GB0002405495,0.1,London Stock Exchange,7:01 am to 3:30 pm
SDRC,Schroders PLC - NON VOTING,GBX,GB0002395811,0.1,London Stock Exchange,7:01 am to 3:30 pm
SDRY,SuperDry PLC,GBX,GB00B60BD277,0.1,London Stock Exchange,7:01 am to 3:30 pm
SDS,UltraShort S&P500,USD,US74347B3832,2,NYSE,1:30 pm to 8:00 pm
SDUE,iShares MSCI Europe ESG Screened UCITS ETF EUR (Dist),GBP,IE00BFNM3F38,0.1,London Stock Exchange,7:01 am to 3:30 pm
SDUS,iShares MSCI USA ESG Screened UCITS ETF USD (Dist),USD,IE00BFNM3H51,0.2,London Stock Exchange,7:01 am to 3:30 pm
SDWD,iShares MSCI World ESG Screened USD UCITS ETF USD (Dist),USD,IE00BFNM3K80,0.2,London Stock Exchange,7:01 am to 3:30 pm
SDY,Speedy Hire PLC,GBX,GB0000163088,1,London Stock Exchange,7:01 am to 3:30 pm
SE,Sea Limited - ADR,USD,US81141R1005,0.01,NON-ISA NYSE,1:30 pm to 8:00 pm
SEAC,"SeaChange International, Inc.",USD,US8116991071,1,NASDAQ,1:30 pm to 8:00 pm
SEAS,"SeaWorld Entertainment, Inc.",USD,US81282V1008,1,NYSE,1:30 pm to 8:00 pm
SEDG,"SolarEdge Technologies, Inc.",USD,US83417M1045,0.001,NASDAQ,1:30 pm to 8:00 pm
SEDM,iShares MSCI EM IMI ESG Screened UCITS ETF USD (Dist),USD,IE00BFNM3N12,0.2,London Stock Exchange,7:01 am to 3:30 pm
SEDY,iShares EM Dividend UCITS ETF USD (Dist),GBX,IE00B652H904,0.01,London Stock Exchange,7:01 am to 3:30 pm
SEE,Sealed Air Corp.,USD,US81211K1007,2,NYSE,1:30 pm to 8:00 pm
SEGA,iShares Core EUR Govt Bond ETF EUR Dist,GBP,IE00B4WXJJ64,0.01,London Stock Exchange,7:01 am to 3:30 pm
SEGM,iShares MSCI EM IMI ESG Screened UCITS ETF USD (Acc),GBP,IE00BFNM3P36,0.1,London Stock Exchange,7:01 am to 3:30 pm
SELD,Lyxor STOXX Europe Select Dividend 30 UCITS ETF - Dist,EUR,LU1812092168,0.1,Deutsche Börse Xetra,7:00 am to 3:30 pm
SEMB,iShares J.P. Morgan USD EM Bond UCITS ETF Distributing,GBX,IE00B2NPKV68,0.01,London Stock Exchange,7:01 am to 3:30 pm
SEML,iShares J.P. Morgan EM Local Govt Bond UCITS ETF USD (Dist),GBP,IE00B5M4WH52,0.01,London Stock Exchange,7:01 am to 3:30 pm
SEN,Senvion SA,EUR,LU1377527517,1,Deutsche Börse Xetra,7:00 am to 3:30 pm
SFB,Leverage Shares -1x Facebook ETP,GBX,IE00BKTWZ675,1,London Stock Exchange,7:01 am to 3:30 pm
SFBE,Leverage Shares -1x Facebook ETP,EUR,IE00BKTWZ675,1,London Stock Exchange,7:01 am to 3:30 pm
SFIX,"Stitch Fix, Inc.",USD,US8608971078,0.01,NASDAQ,1:30 pm to 8:00 pm
SFOR,S4 Capital plc,GBX,GB00BFZZM640,0.5,LSE AIM,7:00 am to 3:45 pm
SFQ,SAF-Holland SA,EUR,DE000SAFH001,0.2,Deutsche Börse Xetra,7:00 am to 3:30 pm
SFR,Severfield PLC,GBX,GB00B27YGJ97,1,London Stock Exchange,7:01 am to 3:30 pm
SFTW,Osprey Technology Acquisition Corp.,USD,US68839R1041,1,NYSE,1:30 pm to 8:00 pm
SGAS,iShares MSCI USA ESG Screened UCITS ETF USD (Acc),EUR,IE00BFNM3G45,1,Deutsche Börse Xetra,7:00 am to 3:30 pm
SGBS,WisdomTree Physical Swiss Gold UCITS,USD,JE00B588CD74,0.001,London Stock Exchange,7:01 am to 3:30 pm
SGC,Stagecoach Group PLC,GBX,GB00B6YTLS95,1,London Stock Exchange,7:01 am to 3:30 pm
SGE,Sage Group PLC/The,GBX,GB00B8C3BL03,0.1,London Stock Exchange,7:01 am to 3:30 pm
SGEN,"Seattle Genetics, Inc.",USD,US8125781026,0.01,NASDAQ,1:30 pm to 8:00 pm
SGH,"SMART Global Holdings, Inc.",USD,KYG8232Y1017,2,NASDAQ,1:30 pm to 8:00 pm
SGL,SGL Carbon SE,EUR,DE0007235301,0.1,Deutsche Börse Xetra,7:00 am to 3:30 pm
SGLD,Physical Gold P-ETC,EUR,IE00B579F325,2,Deutsche Börse Xetra,7:00 am to 3:30 pm
SGLN,iShares Physical Gold ETC,GBX,IE00B4ND3602,0.01,London Stock Exchange,7:01 am to 3:30 pm
SGLP,Invesco PowerShares Source Physical Gold ETC (P-ETC),GBX,IE00B579F325,0.001,London Stock Exchange,7:01 am to 3:30 pm
SGMS,Scientific Games Corp,USD,US80874P1093,0.01,NASDAQ,1:30 pm to 8:00 pm
SGO,Compagnie de Saint Gobain SA,EUR,FR0000125007,0.01,Euronext Paris,7:00 am to 3:30 pm
SGOO,Leverage Shares -1x Alphabet ETP,GBX,IE00BKTW9N20,1,London Stock Exchange,7:01 am to 3:30 pm
SGRE,Siemens Gamesa Renewable Energy SA,EUR,ES0143416115,0.01,Bolsa de Madrid,7:00 am to 3:30 pm
SGRO,Segro PLC,GBX,GB00B5ZN1N88,0.1,London Stock Exchange,7:01 am to 3:30 pm
SGRY,"Surgery Partners, Inc.",USD,US86881A1007,1,NASDAQ,1:30 pm to 8:00 pm
SGSN,SGS SA,CHF,CH0002497458,0.001,SIX Swiss,7:00 am to 3:30 pm
SGVL,Lyxor ETF SG Global Value Beta,GBX,LU1081771369,0.01,London Stock Exchange,7:01 am to 3:30 pm
SHA,Schaeffler AG,EUR,DE000SHA0159,0.1,Deutsche Börse Xetra,7:00 am to 3:30 pm
SHAK,"Shake Shack, Inc.",USD,US8190471016,0.01,NYSE,1:30 pm to 8:00 pm
SHB,Shaftesbury PLC,GBX,GB0007990962,0.1,London Stock Exchange,7:01 am to 3:30 pm
SHG,Shanta Gold Ltd.,GBX,GB00B0CGR828,1,LSE AIM,7:01 am to 3:30 pm
SHI,SIG PLC,GBX,GB0008025412,1,London Stock Exchange,7:01 am to 3:30 pm
SHIP,Seanergy Maritime Holdings Corporation,USD,MHY737601945,1,NASDAQ,1:30 pm to 8:00 pm
SHLL,Tortoise Acquisition Corp.,USD,US89154L1008,0.01,NYSE,1:30 pm to 8:00 pm
SHLX,Shell Midstream Partners LP,USD,US8226341019,0.1,NYSE,1:30 pm to 8:00 pm
SHO,"Sunstone Hotel Investors, Inc.",USD,US8678921011,0.1,NYSE,1:30 pm to 8:00 pm
SHOE,Shoe Zone plc,GBX,GB00BLTVCF91,5,LSE AIM,7:01 am to 3:30 pm
SHOO,Steven Madden Ltd.,USD,US5562691080,1,NASDAQ,1:30 pm to 8:00 pm
SHOP,"Shopify, Inc.",USD,CA82509L1076,0.001,NYSE,1:30 pm to 8:00 pm
SHW,Sherwin-Williams Co.,USD,US8243481061,0.001,NYSE,1:30 pm to 8:00 pm
SHYF,The Shyft Group Inc,USD,US8256981031,1,NASDAQ,1:30 pm to 8:00 pm
SIBN,"Si-Bone, Inc.",USD,US8257041090,1,NASDAQ,1:30 pm to 8:00 pm
SIE,Siemens AG,EUR,DE0007236101,0.1,Deutsche Börse Xetra,7:00 am to 3:30 pm
SIG,Signature Aviation PLC,GBX,GB00BKDM7X41,0.5,London Stock Exchange,7:01 am to 3:30 pm
SIG,Signet Jewelers Limited,USD,BMG812761002,0.01,NYSE,1:30 pm to 8:00 pm
SIGA,"Siga Technologies, Inc.",USD,US8269171067,1,NASDAQ,1:30 pm to 8:00 pm
SIGI,"Selective Insurance Group, Inc.",USD,US8163001071,1,NASDAQ,1:30 pm to 8:00 pm
SIKA,Sika AG,CHF,CH0418792922,0.01,SIX Swiss,7:00 am to 3:30 pm
SILC,Silicom Ltd.,USD,IL0010826928,1,NASDAQ,1:30 pm to 8:00 pm
SILK,"Silk Road Medical, Inc.",USD,US82710M1009,1,NASDAQ,1:30 pm to 8:00 pm
SIMO,Silicon Motion Technology Corporation ADR,USD,US82706C1080,1,NON-ISA NASDAQ,1:30 pm to 8:00 pm
SINA,Sina Corporation,USD,KYG814771047,1,NASDAQ,1:30 pm to 8:00 pm
SINT,"SINTX Technologies, Inc.",USD,US8293923079,0.1,NASDAQ,1:30 pm to 8:00 pm
SIR,Secure Income REIT plc,GBX,GB00BLMQ9L68,0.1,LSE AIM,7:01 am to 3:30 pm
SIRI,Sirius XM Holdings Inc,USD,US82968B1035,0.1,NASDAQ,1:30 pm to 8:00 pm
SIS,Science in Sport plc,GBX,GB00BBPV5329,1,LSE AIM,7:01 am to 3:30 pm
SITE,Siteone Landscape Supply Inc,USD,US82982L1035,1,NYSE,1:30 pm to 8:00 pm
SITM,SiTime Corporation,USD,US82982T1060,1,NASDAQ,1:30 pm to 8:00 pm
SIVB,SVB Financial Group,USD,US78486Q1013,0.001,NASDAQ,1:30 pm to 8:00 pm
SIX,Six Flags Entertainment Corporation,USD,US83001A1025,0.01,NYSE,1:30 pm to 8:00 pm
SIX2,Sixt SE,EUR,DE0007231326,0.01,Deutsche Börse Xetra,7:00 am to 3:30 pm
SIX3,Sixt SE,EUR,DE0007231334,0.01,Deutsche Börse Xetra,7:00 am to 3:30 pm
SJG,Schroder Japan Growth Fund PLC,GBX,GB0008022849,1,London Stock Exchange,7:01 am to 3:30 pm
SJM,J.M. Smucker Co.,USD,US8326964058,2,NYSE,1:30 pm to 8:00 pm
SJPA,iShares Core MSCI Japan IMI UCITS ETF USD (Acc),GBX,IE00B4L5YX21,0.04,London Stock Exchange,7:01 am to 3:30 pm
SJR,"Shaw Communications, Inc. Class B",USD,CA82028K2002,0.01,NYSE,1:30 pm to 8:00 pm
SKB,Koenig & Bauer AG,EUR,DE0007193500,2,Deutsche Börse Xetra,7:00 am to 3:30 pm
SKIN,Integumen PLC,GBX,GB00BMGWZY29,1,LSE AIM,7:01 am to 3:30 pm
SKM,SK Telecom Co Ltd.,USD,US78440P1084,1,NYSE,1:30 pm to 8:00 pm
SKT,"Tanger Factory Outlet Centers, Inc.",USD,US8754651060,0.01,NYSE,1:30 pm to 8:00 pm
SKY,Skyline Champion Corporation,USD,US8308301055,1,NYSE,1:30 pm to 8:00 pm
SKYW,"SkyWest, Inc.",USD,US8308791024,0.01,NASDAQ,1:30 pm to 8:00 pm
SLA,Standard Life Aberdeen PLC,GBX,GB00BF8Q6K64,0.1,London Stock Exchange,7:01 am to 3:30 pm
SLAB,"Silicon Laboratories, Inc.",USD,US8269191024,2,NASDAQ,1:30 pm to 8:00 pm
SLB,Schlumberger Ltd.,USD,AN8068571086,0.01,NYSE,1:30 pm to 8:00 pm
SLCT,"Select Bancorp, Inc.",USD,US81617L1089,1,NASDAQ,1:30 pm to 8:00 pm
SLF,Sun Life Financial Inc.,USD,CA8667961053,1,NYSE,1:30 pm to 8:00 pm
SLG,SL Green Realty Corporation,USD,US78440X1019,0.01,NYSE,1:30 pm to 8:00 pm
SLHN,Swiss Life Holding AG,CHF,CH0014852781,0.01,SIX Swiss,7:00 am to 3:30 pm
SLI,Standard Life Investments Property Income Trust Ltd.,GBX,GB0033875286,2,London Stock Exchange,7:01 am to 3:30 pm
SLIGR,Sligro Food Group NV,EUR,NL0000817179,0.01,Euronext Netherlands,7:00 am to 3:30 pm
SLM,SLM Corporation,USD,US78442P1066,5,NASDAQ,1:30 pm to 8:00 pm
SLMC,iShares MSCI Europe ESG Screened UCITS ETF EUR (Acc),EUR,IE00BFNM3D14,0.2,Deutsche Börse Xetra,7:00 am to 3:30 pm
SLMD,iShares MSCI Europe ESG Screened UCITS ETF EUR (Dist),EUR,IE00BFNM3F38,1,Deutsche Börse Xetra,7:00 am to 3:30 pm
SLN,Silence Therapeutics PLC,GBX,GB00B9GTXM62,0.1,LSE AIM,7:01 am to 3:30 pm
SLP,"Simulations Plus, Inc.",USD,US8292141053,2,NASDAQ,1:30 pm to 8:00 pm
SLP,Sylvania Platinum Ltd.,GBX,BMG864081044,1,LSE AIM,7:00 am to 3:45 pm
SLQT,"SelectQuote Insurance Services, Inc.",USD,US8163073005,0.01,NYSE,1:30 pm to 8:00 pm
SLRC,Solar Capital Ltd.,USD,US83413U1007,1,NASDAQ,1:30 pm to 8:00 pm
SLS,Standard Life UK Smaller Co Trust,GBX,GB0002959582,0.1,London Stock Exchange,7:01 am to 3:30 pm
SLT,Schaltbau Holding AG,EUR,DE000A2NBTL2,2,Deutsche Börse Xetra,7:00 am to 3:30 pm
SLV,iShares Silver Trust ETF,USD,US46428Q1094,2,NYSE,1:30 pm to 8:00 pm
SLXX,iShares Core Corp Bond ETF GBP Dist,GBP,IE00B00FV011,0.01,London Stock Exchange,7:01 am to 3:30 pm
SMAR,"Smartsheet, Inc.",USD,US83200N1037,0.01,NYSE,1:30 pm to 8:00 pm
SMCI,"Super Micro Computer, Inc.",USD,US86800U1043,0.1,NYSE,1:30 pm to 8:00 pm
SMDS,DS Smith PLC,GBX,GB0008220112,0.1,London Stock Exchange,7:01 am to 3:30 pm
SMEA,iShares Core MSCI Europe UCITS GBX ETF EUR (Acc),GBX,IE00B4K48X80,0.01,London Stock Exchange,7:01 am to 3:30 pm
SMHN,Suess MicroTec AG,EUR,DE000A1K0235,2,Deutsche Börse Xetra,7:00 am to 3:30 pm
SMIN,Smiths Group PLC,GBX,GB00B1WY2338,0.1,London Stock Exchange,7:01 am to 3:30 pm
SML,Strategic Minerals Plc.,GBX,GB00B4W8PD74,50,LSE AIM,7:00 am to 3:45 pm
SMMC,South Mountain Merger Corp,USD,US8388841046,1,NASDAQ,1:30 pm to 8:00 pm
SMP,St Modwen Properties PLC,GBX,GB0007291015,0.1,London Stock Exchange,7:01 am to 3:30 pm
SMPL,Simply Good Foods Co.,USD,US82900L1026,1,NASDAQ,1:30 pm to 8:00 pm
SMS,Smart Metering Systems plc,GBX,GB00B4X1RC86,0.1,LSE AIM,7:01 am to 3:30 pm
SMSE,Leverage Shares -1x Microsoft ETP,EUR,IE00BKTW9M13,1,London Stock Exchange,7:01 am to 3:30 pm
SMSF,Leverage Shares -1x Microsoft ETP,GBX,IE00BKTW9M13,1,London Stock Exchange,7:01 am to 3:30 pm
SMSI,"Smith Micro Software, Inc.",USD,US8321542073,0.1,NASDAQ,1:30 pm to 8:00 pm
SMT,Scottish Mortgage Investment Trust plc,GBX,GB00BLDYK618,0.1,London Stock Exchange,7:01 am to 3:30 pm
SMTC,Semtech Corporation,USD,US8168501018,0.01,NASDAQ,1:30 pm to 8:00 pm
SMTS,Sierra Metals Inc.,USD,CA82639W1068,1,NYSE,1:30 pm to 8:00 pm
SMTX,SMTC Corporation,USD,US8326822074,1,NASDAQ,1:30 pm to 8:00 pm
SMU,Leverage Shares -1x Micron Technology ETP,GBX,IE00BKT66P55,1,London Stock Exchange,7:01 am to 3:30 pm
SMUE,Leverage Shares -1x Micron Technology ETP,EUR,IE00BKT66P55,1,London Stock Exchange,7:01 am to 3:30 pm
SMWH,WH Smith PLC,GBX,GB00B2PDGW16,0.1,London Stock Exchange,7:01 am to 3:30 pm
SN,Smith & Nephew PLC,GBX,GB0009223206,0.01,London Stock Exchange,7:01 am to 3:30 pm
SNA,Snap-On Inc.,USD,US8330341012,0.001,NYSE,1:30 pm to 8:00 pm
SNAP,Snap Inc.,USD,US83304A1060,0.05,NYSE,1:30 pm to 8:00 pm
SNBP,"Sun BioPharma, Inc.",USD,US86664M2061,1,NON-ISA NASDAQ,1:30 pm to 8:00 pm
SNBR,Sleep Number Corporation,USD,US83125X1037,1,NASDAQ,1:30 pm to 8:00 pm
SNCA,"Seneca Biopharma, Inc.",USD,US81689B1035,1,NASDAQ,1:30 pm to 8:00 pm
SNCR,"Synchronoss Technologies, Inc.",USD,US87157B1035,0.1,NYSE,1:30 pm to 8:00 pm
SNDL,Sundial Growers Inc.,USD,CA86730L1094,1,NASDAQ,1:30 pm to 8:00 pm
SNDX,"Syndax Pharmaceuticals, Inc.",USD,US87164F1057,1,NASDAQ,1:30 pm to 8:00 pm
SNE,Sony Corporation ADR,USD,US8356993076,0.01,NYSE,1:30 pm to 8:00 pm
SNFE,Leverage Shares -1x Netflix ETP,EUR,IE00BKTWZ782,1,London Stock Exchange,7:01 am to 3:30 pm
SNFL,Leverage Shares -1x Netflix ETP,GBX,IE00BKTWZ782,1,London Stock Exchange,7:01 am to 3:30 pm
SNN,Sanne Group PLC,GBX,JE00BVRZ8S85,2,London Stock Exchange,7:01 am to 3:30 pm
SNOW,"Snowflake, Inc.",USD,US8334451098,0.01,NYSE,1:30 pm to 8:00 pm
SNPS,"Synopsys, Inc.",USD,US8716071076,0.001,NASDAQ,1:30 pm to 8:00 pm
SNR,Senior PLC,GBX,GB0007958233,1,London Stock Exchange,7:01 am to 3:30 pm
SNSS,"Sunesis Pharmaceuticals, Inc.",USD,US8673288747,1,NASDAQ,1:30 pm to 8:00 pm
SNV,Synovus Financial Group,USD,US87161C5013,1,NYSE,1:30 pm to 8:00 pm
SNVD,Leverage Shares -1x Nvidia ETP,GBX,IE00BKTW5674,1,London Stock Exchange,7:01 am to 3:30 pm
SNVE,Leverage Shares -1x Nvidia ETP,EUR,IE00BKTW5674,1,London Stock Exchange,7:01 am to 3:30 pm
SNX,Synnex Corporation,USD,US87162W1009,2,NYSE,1:30 pm to 8:00 pm
SNY,Sanofi SA ADR,USD,US80105N1054,0.01,NASDAQ,1:30 pm to 8:00 pm
SO,Southern Company,USD,US8425871071,0.01,NYSE,1:30 pm to 8:00 pm
SOAC,Sustainable Opportunities Acquisition Corp.,USD,KYG8598Y1098,0.1,NYSE,1:30 pm to 8:00 pm
SOGO,"SOGOU, Inc.",USD,US83409V1044,0.1,NON-ISA NYSE,1:30 pm to 8:00 pm
SOHU,Sohu.com Ltd - ADR,USD,US83410S1087,0.01,NASDAQ,1:30 pm to 8:00 pm
SOLO,Electrameccanica Vehicles Copr.,USD,CA2848492054,0.1,NASDAQ,1:30 pm to 8:00 pm
SOLY,"Soliton, Inc.",USD,US8342511008,1,NASDAQ,1:30 pm to 8:00 pm
SONG,Hipgnosis Songs Fund Ltd,GBX,GG00BFYT9H72,1,London Stock Exchange,7:01 am to 3:30 pm
SONN,"Sonnet BioTherapeutics Holdings, Inc.",USD,US83548R1059,0.1,NASDAQ,1:30 pm to 8:00 pm
SONO,"Sonos, Inc.",USD,US83570H1086,0.01,NASDAQ,1:30 pm to 8:00 pm
SOON,Sonova Holding AG,CHF,CH0012549785,0.01,SIX Swiss,7:00 am to 3:30 pm
SOW,Software AG,EUR,DE000A2GS401,0.01,Deutsche Börse Xetra,7:00 am to 3:30 pm
SPAQ,Spartan Energy Acquisition  Corporation,USD,US8467841065,0.1,NYSE,1:30 pm to 8:00 pm
SPCE,"Virgin Galactic Holdings, Inc.",USD,US92766K1060,0.1,NYSE,1:30 pm to 8:00 pm
SPDM,iShares Physical Palladium ETC,GBX,IE00B4556L06,0.01,London Stock Exchange,7:01 am to 3:30 pm
SPG,Simon Property Group Inc.,USD,US8288061091,0.02,NYSE,1:30 pm to 8:00 pm
SPGI,S&P Global Inc.,USD,US78409V1044,0.001,NYSE,1:30 pm to 8:00 pm
SPH,"Suburban Propane Partners, L.P.",USD,US8644821048,0.01,NYSE,1:30 pm to 8:00 pm
SPI,Spire Healthcare Group PLC,GBX,GB00BNLPYF73,1,London Stock Exchange,7:01 am to 3:30 pm
SPI,SPI Energy Co Ltd,USD,KYG8651P1101,0.1,NASDAQ,1:30 pm to 8:00 pm
SPLK,Splunk Inc.,USD,US8486371045,0.001,NASDAQ,1:30 pm to 8:00 pm
SPNS,Sapiens International Corporation NV,USD,KYG7T16G1039,1,NASDAQ,1:30 pm to 8:00 pm
SPO,Sportech PLC,GBX,GB00B28ZPV64,1,London Stock Exchange,7:01 am to 3:30 pm
SPOT,Spotify Technology S.A.,USD,LU1778762911,0.001,NYSE,1:30 pm to 8:00 pm
SPPW,SPDR MSCI World EUR UCITS ETF USD Accumulating,EUR,IE00BFY0GT14,0.01,Deutsche Börse Xetra,7:00 am to 3:30 pm
SPPY,SPDR S&P 500 ESG Screened UCITS ETF (Acc),EUR,IE00BH4GPZ28,1,Deutsche Börse Xetra,7:00 am to 3:30 pm
SPR,Axel Springer SE,EUR,DE0005501357,0,Deutsche Börse Xetra,7:00 am to 3:30 pm
SPR,"Spirit Aerosystems Holdings, Inc.",USD,US8485741099,0.01,NYSE,1:30 pm to 8:00 pm
SPSC,"SPS Commerce, Inc.",USD,US78463M1071,1,NASDAQ,1:30 pm to 8:00 pm
SPT,"Sprout Social, Inc.",USD,US85209W1099,0.01,NASDAQ,1:30 pm to 8:00 pm
SPT,Spirent Communications PLC,GBX,GB0004726096,0.1,London Stock Exchange,7:01 am to 3:30 pm
SPTN,SpartanNash Co,USD,US8472151005,0.1,NASDAQ,1:30 pm to 8:00 pm
SPWH,"Sportsman's Warehouse Holdings, Inc.",USD,US84920Y1064,0.1,NASDAQ,1:30 pm to 8:00 pm
SPWR,SunPower Corporation,USD,US8676524064,0.1,NASDAQ,1:30 pm to 8:00 pm
SPX,Spirax-Sarco Engineering PLC,GBX,GB00BWFGQN14,0.01,London Stock Exchange,7:01 am to 3:30 pm
SPXC,SPX Corporation,USD,US7846351044,2,NYSE,1:30 pm to 8:00 pm
SPXP,Invesco S&P 500 UCITS ETF Acc,GBX,IE00B3YCGJ38,1,London Stock Exchange,7:01 am to 3:30 pm
SPXS,Invesco S&P 500 UCITS ETF Acc,USD,IE00B3YCGJ38,1,London Stock Exchange,7:01 am to 3:30 pm
SPXS,Direxion Daily S&P 500 Bear 3x,USD,US25460E8856,2,NYSE,1:30 pm to 8:00 pm
SPXU,UltraPro Short S&P500,USD,US74347B2685,2,NYSE,1:30 pm to 8:00 pm
SPY4,SPDR S&P 400 U.S. Mid Cap UCITS ETF (Acc),EUR,IE00B4YBJ215,1,Deutsche Börse Xetra,7:00 am to 3:30 pm
SPY4,SPDR S&P 400 U.S. Mid Cap UCITS ETF (Acc),USD,IE00B4YBJ215,0.02,London Stock Exchange,7:01 am to 3:30 pm
SPYM,SPDR MSCI Emerging Markets UCITS ETF,EUR,IE00B469F816,0.01,Deutsche Börse Xetra,7:00 am to 3:30 pm
